순번,STATION_NM,GPS_X,GPS_Y,MAP_X,MAP_Y,STATION_ID,MOBILE_NO
704,열병합발전소,12642.409,3719.893,174019.67272,425852.65874,224000763,25763
705,아폴로산업건너편,12643.35,3719.311,175407.29882,424772.14803,224000764,25765
708,목감가온수플,12651.232,3722.548,187059.99144,430732.815,224000765,25590
711,한신.호반3차아파트,12643.931,3722.265,176280.79457,430233.444,224000766,25820
712,능곡초교,12648.724,3721.983,183356.17622,429693.24302,224000767,25780
1400,능곡초교,12648.709,3721.986,183333.84264,429699.98014,224000768,25781
1401,승지초교.능곡고교,12648.738,3722.396,183377.93088,430458.96366,224000769,25782
1405,승지초교.능곡고교,12648.737,3722.384,183376.61294,430436.36427,224000770,25783
1409,우남퍼스트빌,12648.861,3721.787,183557.49715,429330.51345,224000771,25826
1410,우남퍼스트빌,12648.835,3721.802,183518.13274,429358.21412,224000772,25829
1411,능곡어울림센터.능곡중,12648.927,3721.949,183654.85352,429630.52661,224000773,25828
1412,능곡어울림센터.능곡중,12648.93,3721.974,183660.07642,429677.60944,224000774,25827
833,시흥능곡역.로데오광장,12648.684,3722.175,183297.53797,430050.0478,224000775,25812
835,시흥능곡역.로데오광장,12648.683,3722.164,183296.2926,430028.44055,224000776,25810
1375,시흥시청후문.종합일자리센터,12648.147,3722.87,182506.43271,431336.3355,224000777,25773
1377,시흥시청후문.종합일자리센터,12648.119,3722.827,182465.42927,431257.29863,224000778,25774
1378,뿌리기술센터.금형기술교육원,12641.964,3720.895,173369.2768,427708.30798,224000779,25986
1508,배곧라온초,12644.123,3722.375,176564.20847,430435.92591,224000780,25984
1521,배곧라온초,12644.133,3722.385,176579.51242,430453.89809,224000781,25985
1530,배곧대방노블랜드,12644.269,3722.458,176780.65215,430588.68182,224000782,25714
1532,목감호반1차입구,12651.787,3723.224,187880.72298,431982.48233,224000783,25983
1537,상대야삼거리,12647.229,3727.418,181170.74699,439752.16466,224000784,25005
2236,배곧호반1차,12643.703,3722.424,175945.02702,430527.21192,224000785,25719
2237,금이사거리,12650.108,3724.36,185405.89853,434087.1377,224000786,25784
2245,금이동,12650.169,3723.848,185495.18351,433140.22062,224000787,25785
2247,대덕전자,12644.111,3719.625,176532.93661,425348.53669,224000788,25786
2249,을지특수정밀,12643.877,3719.386,176185.53266,424906.9622,224000789,25787
